n,Algorithm A (ns),Algorithm B (ns)
5022,5900,8669200
5023,12400,8319500
5024,6100,7931500
5025,5900,7430100
5026,5900,9084000
5027,7000,9573500
5028,12800,9180100
5029,6600,7767300
5030,11800,9564400
5031,12400,7459200
5032,6100,8798200
5033,6000,7825400
5034,7000,8924900
5035,21700,7442100
5036,6300,7811500
5037,6000,7382800
5038,6000,9507500
5039,6400,7536600
5040,7900,9292900
5041,6200,8654900
5042,6000,7859500
5043,6000,9873000
5044,6500,8055100
5045,5900,8642900
5046,6200,7734800
5047,6000,8720200
5048,6200,8249100
5049,32300,8713000
5050,5900,7495400
5051,6100,7688800
5052,5800,8781700
5053,12600,8862700
5054,6200,7998800
5055,6600,9557800
5056,12100,8237100
5057,6200,8939700
5058,6300,7645500
5059,11900,8794200
5060,6500,7835900
5061,5800,8889500
5062,6100,7416100
5063,5800,9017400
5064,6100,7718200
5065,5900,8494700
5066,6400,7666800
5067,8500,9725400
5068,6200,8456700
5069,6500,9075300
5070,6400,11282500
5071,6500,9392200
5072,6200,10723600
5073,6400,9528300
5074,10600,10049900
5075,7400,12357000
5076,7100,14234000
5077,6800,12062000
5078,7600,13893100
5079,7600,9593200
5080,22400,11810900
5081,6300,10009900
5082,8300,9517800
5083,28000,8352300
5084,28700,8048400
5085,6100,8769700
5086,7200,9016800
5087,7900,8969600
5088,21700,8809900
5089,6100,8758400
5090,6100,7806900
5091,6000,8830500
5092,6200,10559100
5093,6300,9671500
5094,6400,8028600
5095,6200,8788300
5096,6200,8156800
5097,22000,8285300
5098,6400,8359000
5099,8600,12354700
5100,21300,9237800
5101,6600,8217800
5102,6600,9119400
5103,6400,8653300
5104,6300,8707300
5105,6300,8195600
5106,7600,8058900
5107,6200,8146900
5108,6200,7789700
5109,6000,10234700
5110,6800,7817700
5111,6200,8923800
5112,31100,7889700
5113,6000,9198800
5114,5900,7861900
5115,21400,9306600
5116,6100,7500400
5117,5800,9449400
5118,6100,7681100
5119,5900,7843500
5120,5900,7789000
5121,6000,9190000
5122,6200,7489100
5123,21400,10706700
5124,6100,7909200
5125,6200,8230300
5126,6000,7577100
5127,6300,7803800
5128,5900,8569800
5129,6200,9928800
5130,12400,9647500
5131,27900,9742200
5132,6200,8952700
5133,6200,7888500
5134,5900,10008800
5135,6200,7854800
5136,6000,8861100
5137,6500,7767900
5138,6000,8932100
5139,6900,8530000
5140,22300,9412800
5141,6200,8872600
5142,6200,8223400
5143,6100,9665000
5144,6200,7950700
5145,21400,9423100
5146,6100,7447400
5147,5900,11390700
5148,13600,8488400
5149,6700,8727800
5150,6300,8278400
5151,6000,7713200
5152,5800,8196000
5153,21800,7641600
5154,5900,7454700
5155,6300,9066900
5156,6200,9707300
5157,12100,8264100
5158,9000,8764300
5159,6600,8104800
5160,6300,28253300
5161,13200,8762700
5162,6500,8676100
5163,6800,11272700
5164,6600,9582200
5165,7100,9635000
5166,6700,8582300
5167,6300,8787400
5168,12800,7859500
5169,6300,9112400
5170,8300,8550100
5171,119800,10225100
5172,6500,9904700
5173,7000,12840400
5174,31300,12774300
5175,7000,10880000
5176,7000,12384400
5177,6600,9479700
5178,6500,11698600
5179,12600,9990500
5180,7200,10277600
5181,7200,10000700
5182,6900,10493600
5183,7500,12027800
5184,8700,11862600
5185,7300,13321600
5186,7700,8974200
5187,6500,12553400
5188,8500,11549500
5189,7600,8131800
5190,6600,9285500
5191,12700,8931600
5192,6900,9783800
5193,6700,9955100
5194,6900,8056100
5195,6400,7972800
5196,7000,7751300
5197,6300,8200400
5198,6900,8039500
5199,6300,9717800
5200,6500,7762400
5201,6100,10586500
5202,6200,7719700
5203,5900,12197400
5204,6400,9932800
5205,6500,7732500
5206,6200,9177800
5207,26100,7596800
5208,5900,9702100
5209,6400,8169000
5210,6600,9286200
5211,13200,10577500
5212,6800,12639500
5213,6600,9900700
5214,6300,8012800
5215,6600,9792400
5216,6400,8156500
5217,6500,9658800
5218,6300,10291500
5219,6700,8605600
5220,7000,9625900
5221,6500,8689700
5222,8500,8713900
5223,6400,8010700
5224,7600,10470500
5225,6500,9301200
5226,26900,8310300
5227,6400,9523700
5228,6700,9982200
5229,8900,10632400
5230,6700,10535000
5231,7900,9551500
5232,7700,11151400
5233,6400,9226300
5234,8000,9657100
5235,18900,8655600
5236,7100,7907600
5237,6700,8185300
5238,6400,7839200
5239,6300,8132000
5240,6400,8052500
5241,6400,8378400
5242,6700,8743700
5243,6400,8732400
5244,6400,8073600
5245,6400,8558800
5246,6600,7981800
5247,6300,9123100
5248,7300,8306800
5249,6500,9325900
5250,6400,8192300
5251,6300,8432800
5252,6600,7825000
5253,7300,8531900
5254,6900,7712100
5255,6700,9485900
5256,6400,7917600
5257,6600,9067000
5258,6600,8347600
5259,13700,8673900
5260,6400,8629600
5261,6600,7852500
5262,6400,10407700
5263,6600,8140800
5264,6600,8901200
5265,6300,7961500
5266,6400,8891000
5267,6100,7820700
5268,6100,8903200
5269,6100,7852100
5270,6200,8481200
5271,6300,7975700
5272,8200,8665200
5273,6000,8216600
5274,6000,8074000
5275,6100,7705300
5276,5900,8618100
5277,6300,8267400
5278,6200,9399600
5279,6200,8561700
5280,22000,8509500
5281,6200,8098400
5282,6400,9306400
5283,6200,8373500
5284,6500,8054900
5285,6600,8324200
5286,6400,8059800
5287,6100,8953800
5288,6500,8131200
5289,7200,10451900
5290,6900,8401800
5291,7000,8741600
5292,7700,8416800
5293,7100,11151200
5294,6700,11621700
5295,6500,9151900
5296,6600,9000900
5297,6400,7919100
5298,6400,8829900
5299,6400,10662900
5300,6800,9500000
5301,6500,8519500
5302,6200,9335200
5303,6100,8570300
5304,6100,8346100
5305,6200,8865900
5306,7200,7751200
5307,26200,8713100
5308,6300,7461500
5309,12100,7932600
5310,6100,7520000
5311,6000,8687600
5312,6300,8703300
5313,6300,8848800
5314,6300,7498800
5315,6300,8201400
5316,6200,7674800
5317,5900,8674700
5318,21700,8062800
5319,6500,8807400
5320,6200,7861300
5321,6300,8557300
5322,6400,8975100
5323,22000,9028700
5324,6200,9228800
5325,16700,10019600
5326,6300,9512700
5327,6500,11350200
5328,6400,10361500
5329,6500,8851000
5330,6200,8548700
5331,6300,8928000
5332,6300,8744100
5333,6300,9457400
5334,7100,8130300
5335,6200,9845100
5336,6400,9182800
5337,10900,8755600
5338,6100,9505900
5339,13500,10297900
5340,6900,8853300
5341,6200,9062600
5342,6400,10277200
5343,6600,10041700
5344,6500,8951100
5345,6500,10958500
5346,6800,10582900
5347,7400,9216500
5348,6100,8807600
5349,6300,8833000
5350,6200,8193800
5351,6100,7397200
5352,6000,8400700
5353,6800,7736900
5354,8500,9183000
5355,22200,8557900
5356,6200,8535600
5357,6100,7800500
5358,7900,8616000
5359,12900,8237800
5360,6200,8461900
5361,6200,7951900
5362,6100,8009900
5363,6000,8261600
5364,6000,8835100
5365,6000,7533100
5366,6000,8435000
5367,6100,8979800
5368,6000,10407400
5369,6400,8511300
5370,8700,10469600
5371,6500,9346300
5372,6500,9792200
5373,24000,9398800
5374,6900,7814300
5375,6600,9355200
5376,6300,8272000
5377,8000,8486000
5378,6600,8760900
5379,6700,7837200
5380,12900,9444400
5381,6400,8821000
5382,6900,10512900
5383,6200,9166300
5384,6800,9842300
5385,7100,8480500
5386,6900,8302800
5387,6700,9147500
5388,6700,8302500
5389,6900,9134900
5390,6400,9901000
5391,6200,9007400
5392,6300,8354400
5393,16600,9470500
5394,7500,12289700
5395,6300,10190200
5396,6400,9402000
5397,6200,7871800
5398,5900,9376900
5399,6300,8095300
5400,6700,9369300
5401,6500,7817800
5402,6800,7943300
5403,6500,8428300
5404,22100,8495700
5405,6200,8530600
5406,7100,8768100
5407,6200,8574700
5408,6400,7872400
5409,6200,8003400
5410,6400,7788900
5411,6100,9754200
5412,6200,8122300
5413,6500,8771100
5414,6200,7713600
5415,5900,8989700
5416,6400,7791000
5417,6000,9152900
5418,7500,7747700
5419,6900,9655500
5420,6500,7856000
5421,6600,8252700
5422,6500,8243700
5423,12900,9042700
5424,6300,9371300
5425,6600,8778800
5426,6400,9689100
5427,6700,9614800
5428,6500,8894200
5429,6500,8120900
5430,6600,10203100
5431,6400,10277700
5432,6700,8841900
5433,6300,8612700
5434,6200,7714200
5435,6000,8306700
5436,6700,9800000
5437,6200,8695000
5438,6200,8385500
5439,6700,10978700
5440,6800,8175200
5441,6500,9822700
5442,6400,8242000
5443,6700,8741900
5444,6200,10227100
5445,6500,9837300
5446,6400,9476400
5447,12700,8143600
5448,7100,9580300
5449,6400,10067700
5450,7100,8976800
5451,6100,9284200
5452,6500,8396600
5453,7000,9381900
5454,6200,8503100
5455,6500,8506300
5456,23600,8127400
5457,6400,7806900
5458,5900,7654500
5459,5900,8861400
5460,7400,8340600
5461,6600,8417600
5462,6100,9631700
5463,6600,10636800
5464,7800,11144500
5465,6400,7868100
5466,12200,7699300
5467,5800,8045400
5468,12600,8704700
5469,6300,7743900
5470,6100,9932700
5471,27800,8419600
5472,6400,8902600
5473,6300,8588600
5474,6200,10126200
5475,6400,11175200
5476,7500,8831100
5477,7200,8711100
5478,6300,7940400
5479,6500,8956300
5480,20000,7917600
5481,8800,10370300
5482,13300,9004000
5483,26600,10567100
5484,6300,8243700
5485,6200,7790900
5486,6300,13326000
5487,6500,9818000
5488,6900,8054500
5489,6500,9380700
5490,6500,9048900
5491,9700,9630900
5492,6400,7766300
5493,6100,7806900
5494,5800,7926700
5495,6200,8951100
5496,6200,7612700
5497,7300,9024400
5498,6200,8507400
5499,6700,8183000
5500,6200,7892100
5501,6700,9201100
5502,6300,8128700
5503,6600,7936800
5504,6000,8900000
5505,6600,14496500
5506,6600,8824600
5507,6600,7956600
5508,6500,7718000
5509,6300,10779300
5510,6700,8516600
5511,6800,11228900
5512,7000,11937800
5513,7300,9427700
5514,8800,10587800
5515,6900,10059000
5516,6800,11936600
5517,12100,10810500
5518,6800,11782800
5519,7500,10699600
5520,6200,9348200
5521,12800,8730200
5522,6000,10140700
5523,6500,10750400
5524,13900,9985000
5525,6300,10037500
5526,6500,7713200
5527,6700,12391300
5528,7600,12022900
5529,8900,10081200
5530,7400,9331600
5531,6400,9828600
5532,6700,14251400
5533,6200,11105100
5534,6400,8836100
5535,8900,7805600
5536,6200,8406500
5537,6300,7970900
5538,6100,8593300
5539,6300,8008500
5540,6100,8183300
5541,6300,8569000
5542,6300,8672600
5543,7200,8573700
5544,6400,9290900
5545,6500,7870100
5546,6500,7747300
5547,6200,8180700
5548,6100,8079300
5549,6600,8389300
5550,6400,8819400
5551,6900,8949100
5552,28600,8672500
5553,6100,7468700
5554,6000,9075600
5555,21600,9184200
5556,6500,7486800
5557,5900,8203500
5558,6200,8044700
5559,5800,8581300
5560,6600,8044600
5561,6000,9036900
5562,6100,7880200
5563,21500,9172100
5564,6000,7522900
5565,5700,9187900
5566,6000,7739400
5567,6600,8728600
5568,23100,7670400
5569,5900,8719600
5570,6000,8061900
5571,5800,8680200
5572,6100,7763800
5573,6000,8471000
5574,6400,9139800
5575,6200,8358700
5576,23700,7615900
5577,5900,8880200
5578,6500,7788700
5579,6400,9159500
5580,6200,8380600
5581,7000,10122800
5582,6400,8469600
5583,6500,11907900
5584,6500,11363300
5585,6600,8285000
5586,7200,8618800
5587,6300,7928200
5588,6500,7909500
5589,6400,8737000
5590,29600,8664900
5591,6300,8699600
5592,6400,8074600
5593,7300,9662100
5594,6300,8286200
5595,6000,8183100
5596,6400,7801400
5597,5900,8642700
5598,6100,8508300
5599,6000,8758800
5600,21400,7586500
5601,5900,8049400
5602,5900,7753800
5603,27500,8821200
5604,6300,9345000
5605,6500,10591400
5606,6500,11048400
5607,6300,13591500
5608,6900,9008400
5609,6500,9775900
5610,6800,15908100
5611,6700,8269400
5612,7100,13361400
5613,6700,11085200
5614,6600,8444200
5615,6200,10557300
5616,22100,8592200
5617,6400,9519200
5618,6300,8257100
5619,6100,9269600
5620,7300,11133300
5621,7300,8015500
5622,6300,8919800
5623,7000,8431300
5624,6200,8723200
5625,12400,7444900
5626,6000,9501800
5627,6700,7606300
5628,12100,8807000
5629,6500,7578700
5630,12400,9296700
5631,12800,8685600
5632,6600,8397600
5633,26800,8222800
5634,6900,9236700
5635,23700,8623700
5636,6900,9239900
5637,6200,11479300
5638,6200,11955800
5639,12600,8050400
5640,6100,9591500
5641,6600,8877100
5642,6500,10226100
5643,6200,8718200
5644,7500,8075900
5645,6500,9129800
5646,7500,9397400
5647,6400,13981600
5648,6800,11876100
5649,6600,8449500
5650,6400,8887200
5651,6100,7826600
5652,5900,9282700
5653,6200,8119600
5654,6100,9063300
5655,13000,8484700
5656,6400,10007700
5657,6300,8319100
5658,6100,9293400
5659,44700,8380000
5660,6800,12406600
5661,7800,18279900
5662,6700,17147600
5663,7300,13338000
5664,7500,13362800
5665,7700,9540200
5666,6600,7747700
5667,6100,8423600
5668,12700,7882000
5669,7500,8270500
5670,6400,8555100
5671,6200,8926900
5672,6000,7617900
5673,6000,9785700
5674,6100,8542900
5675,6000,8422200
5676,7800,7650300
5677,6000,9106100
5678,6100,8032900
5679,6100,8579900
5680,6200,7670100
5681,6700,8525100
5682,12400,7579300
5683,6000,8311900
5684,12900,7372200
5685,5800,9643300
5686,6000,8551200
5687,7200,8077600
5688,21600,8211200
5689,6000,7650000
5690,5800,8447700
5691,21500,9196700
5692,6100,9148300
5693,6200,7648300
5694,6000,10992600
5695,6500,8677200
5696,6300,10828000
5697,6600,8576700
5698,6600,10220300
5699,6700,9558600
5700,6800,8451700
5701,7200,8683500
5702,6400,9270100
5703,7600,13330800
5704,20400,9540100
5705,6400,8278800
5706,6300,9914400
5707,6300,7527200
5708,5800,8560600
5709,6600,8422900
5710,6300,9756400
5711,6300,7707800
5712,6900,9154200
5713,6200,8032500
5714,6700,7904400
5715,6100,8138100
5716,6600,8725000
5717,6200,8272200
5718,13300,7862200
5719,6000,8724100
5720,6200,7793000
5721,6000,8791200
5722,6200,7780400
5723,27000,8466500
5724,6300,7725600
5725,6200,9278900
5726,7200,7718400
5727,12600,9409300
5728,6300,7796700
5729,6300,8428200
5730,6600,7638200
5731,6100,9591200
5732,6300,8302000
5733,6700,8656200
5734,12600,8172900
5735,6100,8139200
5736,6200,15153800
5737,7100,37158000
5738,9000,13481400
5739,6600,9874600
5740,8200,11823600
5741,6800,11644300
5742,7100,11293100
5743,7100,10091500
5744,7300,9848900
5745,6500,8684900
5746,13200,9591500
5747,6300,7994700
5748,6700,8832200
5749,12700,8129200
5750,7000,10865100
5751,6500,9143300
5752,6400,9464700
5753,6500,10560900
5754,14400,9275100
5755,6700,8337800
5756,6700,8210300
5757,6900,8418000
5758,6400,9428600
5759,6500,8119200
5760,6300,8908400
5761,6400,7777100
5762,12700,8086900
5763,6500,7836900
5764,5900,8766400
5765,12700,8419300
5766,6500,11301400
5767,6400,8625600
5768,22600,7819300
5769,8600,7931700
5770,6800,9483900
5771,7300,9873300
5772,6700,10197600
5773,6700,12594900
5774,6800,9503100
5775,7000,7853100
5776,6500,7833400
5777,6600,10411700
5778,6500,10651900
5779,7200,10005500
5780,7200,9990600
5781,6800,9361200
5782,12700,8852700
5783,6200,8717400
5784,6200,7709200
5785,6000,10807900
5786,6300,8131100
5787,6100,8965800
5788,6500,7498500
5789,12100,8520500
5790,6200,8065600
5791,6200,8927500
5792,6200,7637200
5793,21400,9051000
5794,8200,9586300
5795,7200,8537100
5796,6900,8719000
5797,6200,7982500
5798,23600,8482100
5799,6700,9208500
5800,6400,8666700
5801,6200,8321600
5802,6700,8200300
5803,6100,10213200
5804,6600,9407300
5805,6100,7561600
5806,6100,11631900
5807,13200,8567200
5808,40400,7884600
5809,6500,9057500
5810,6300,7643600
5811,6000,9172000
5812,6100,7772700
5813,6000,9322200
5814,6300,8158600
5815,6600,8767800
5816,24500,8057800
5817,12500,8538400
5818,33600,8733300
5819,26400,10032700
5820,6300,8455400
5821,6500,8358900
5822,6200,10783000
5823,6600,8403400
5824,6100,8816400
5825,12500,8009900
5826,6200,8789200
5827,6400,8329500
5828,6600,9302200
5829,8300,7738700
5830,23400,8762500
5831,6300,7741300
5832,5900,9225000
5833,6200,7554000
5834,7100,8818800
5835,6200,7749200
5836,7000,9269300
5837,6200,7937400
5838,6100,8487400
5839,6200,7802500
5840,6100,11898100
5841,6400,8960400
5842,6600,8331900
5843,12300,9177500
5844,12500,7929400
5845,5900,9104100
5846,6200,8607900
5847,6900,9286300
5848,8200,10675200
5849,6500,9072900
5850,6800,11031900
5851,6600,9523100
5852,7100,9575500
5853,7300,11286000
5854,7900,8942100
5855,6600,11255700
5856,22900,10250500
5857,6500,13217000
5858,13700,12520800
5859,7100,11505800
5860,6700,9221300
5861,7000,9776900
5862,7700,8812900
5863,6900,8072000
5864,6400,9814800
5865,26200,9480700
5866,6500,9420800
5867,6500,8564300
5868,7300,7889100
5869,6200,8020300
5870,6400,8634100
5871,6300,8286500
5872,6400,8715700
5873,6300,9325800
5874,6600,8576400
5875,6600,9481100
5876,13000,7797700
5877,7100,9124500
5878,12600,8544600
5879,6200,8633700
5880,6600,8234300
5881,6600,9708500
5882,21700,7988400
5883,12900,8280500
5884,6100,9520900
5885,6200,8434500
5886,21600,8123600
5887,26400,8378800
5888,6200,7658300
5889,6600,7928600
5890,6300,7877700
5891,6400,10706000
5892,6500,9659500
5893,6300,8104800
5894,6300,8077000
5895,8500,8021600
5896,6400,9792600
5897,6600,8591900
5898,12900,8662900
5899,6200,7428200
5900,5700,11145000
5901,6400,9596000
5902,23800,9860300
5903,6300,13082500
5904,7000,10836900
5905,6500,8962700
5906,6600,9440900
5907,8100,9168200
5908,6700,10119300
5909,22000,9394000
5910,6500,8004000
5911,6500,8748200
5912,6900,8100300
5913,12800,8239900
5914,7200,8082000
5915,6600,9587500
5916,6900,8149700
5917,6500,8845100
5918,6600,8601000
5919,6700,9182300
5920,6900,9498700
5921,6700,8411100
5922,6600,8640600
5923,26900,12924600
5924,6500,10681500
5925,6900,10358000
5926,6800,12995500
5927,8900,16334600
5928,7100,16259000
5929,7000,12579000
5930,6800,12811100
5931,7300,10313700
5932,25900,8871100
5933,6400,11104200
5934,6700,8210000
5935,12900,8239600
5936,6500,7862500
5937,6500,8375900
5938,13200,7781400
5939,6300,8546200
5940,6500,7632700
5941,6400,11071800
5942,6800,11993400
5943,6400,7675600
5944,6300,8844900
5945,6300,7650300
5946,6000,9078300
5947,6200,8805300
5948,6500,10204900
5949,6900,11844700
5950,7500,11122500
5951,6500,10697200
5952,6500,10968100
5953,6400,12479600
5954,7100,10149300
5955,6900,10919100
5956,26500,9615900
5957,12900,10269200
5958,6600,8912900
5959,24200,11172100
5960,7700,8888500
5961,16300,7775000
5962,6300,11047700
5963,21800,9338800
5964,7100,12713000
5965,13100,10877500
5966,21900,9458900
5967,6900,8966200
5968,6500,8499100
5969,6700,7956600
5970,12700,8561100
5971,6700,8116700
5972,6300,8098500
5973,6800,7821100
5974,6200,8648700
5975,7000,8324800
5976,6400,10142600
5977,6700,8983300
5978,6600,8607400
5979,6400,8237800
5980,6400,8777000
5981,6600,7876900
5982,6400,8688000
5983,7100,9683400
5984,6800,10577900
5985,12500,9123300
5986,6100,9808800
5987,6200,10345800
5988,8600,9599500
5989,6500,10447700
5990,23900,9986700
5991,6100,9142800
5992,6400,14411700
5993,6700,9869600
5994,6800,9076300
5995,22700,9177500
5996,6300,8520200
5997,8800,8456100
5998,6100,9640200
5999,6800,8515000
6000,6000,8419800
6001,6300,9118600
6002,6100,8790500
6003,6100,9377400
6004,6500,9412300
6005,6200,8938600
6006,6300,9075200
6007,6400,9280700
6008,9000,9354900
6009,6400,9471900
6010,6700,10782900
6011,6700,11051100
6012,21700,10377200
6013,6500,12030700
6014,7000,13045700
6015,9300,13552600
6016,7500,12559200
6017,6600,8931500
6018,7400,10546000
6019,6600,8981900
6020,6500,9010600
6021,6800,10021900
6022,6600,8193000
6023,13500,13424500
6024,6800,15312600
6025,6600,10792400
6026,6800,15840300
6027,7000,12525500
6028,7200,12732800
6029,6600,12382700
6030,6400,11474900
6031,8000,9787000
6032,7100,14043100
6033,6700,11354400
6034,6400,9580000
6035,7100,9667600
6036,6500,9171900
6037,15400,8455100
6038,35600,11164400
6039,7200,8756200
6040,6600,8490400
6041,6900,7880100
6042,6300,8459900
6043,7400,7789300
6044,12400,8494800
6045,6400,7710900
6046,6100,9120200
6047,6500,8135600
6048,6900,12687700
6049,6300,10864600
6050,12800,7460500
6051,6100,8563600
6052,6800,7610700
6053,6300,8607800
6054,6400,7726400
6055,7000,9609200
6056,6300,7657100
6057,6900,9760600
6058,6300,8841800
6059,7600,8484500
6060,6300,11289500
6061,18100,9579800
6062,8400,14149400
6063,7100,11946500
6064,8700,10057200
6065,16400,8759300
6066,7000,8422900
6067,6500,7920200
6068,9900,9177000
6069,8500,9841900
6070,16100,8648600
6071,6700,8066800
6072,6700,8400700
6073,6700,10194300
6074,7000,10349700
6075,7100,8046900
6076,6500,8617500
6077,6600,8366000
6078,6400,8117700
6079,8700,8774500
6080,8900,9327800
6081,8500,10022400
6082,15700,9878100
6083,14200,9773100
6084,7600,10632500
6085,6400,7873800
6086,6000,8750300
6087,6700,8201300
6088,6400,10078700
6089,6400,9112700
6090,6500,9127600
6091,6300,7988200
6092,6500,7965000
6093,12400,9720900
6094,6600,10111800
6095,7400,9771600
6096,6400,9677800
6097,6300,8318000
6098,6300,9426500
6099,7600,10650000
6100,7300,10952600
6101,7400,14368500
6102,6400,9091300
6103,6500,8448900
6104,6300,8135300
6105,6300,8969900
6106,6400,9452100
6107,6600,9055000
6108,8100,8653100
6109,7100,11178100
6110,6700,9832700
6111,6500,7899900
6112,13300,9514800
6113,6800,7987200
6114,6400,9672100
6115,6400,7904700
6116,6200,8387200
6117,6800,8324300
6118,6500,8377200
6119,6400,7839900
6120,23200,10094100
6121,6500,10167200
6122,23900,9842000
6123,28400,9005800
6124,12800,8207500
6125,13100,10723700
6126,6300,9351600
6127,6300,8758200
6128,6100,8086300
6129,12700,8396600
6130,6300,8250200
6131,6900,8721300
6132,12400,8391500
6133,6300,8001000
6134,6200,8166900
6135,6100,9161300
6136,6200,8859900
6137,6200,8070600
6138,12100,12012900
6139,26300,10289600
6140,6500,8975600
6141,6200,9620800
6142,7000,8488900
6143,14700,10350700
6144,6600,10528300
6145,6400,9685700
6146,6300,8069800
6147,6300,8918800
6148,6400,10080400
6149,6500,10029000
6150,6600,9400900
6151,6600,8525900
6152,6700,9047300
6153,6300,9369900
6154,12800,8546100
6155,13300,8663400
6156,6200,8331300
6157,6600,12417400
6158,6600,12428400
6159,6100,8090400
6160,6100,10435300
6161,6900,7662700
6162,6400,8927300
6163,12400,7725200
6164,6200,9434300
6165,6500,9253200
6166,6200,7895500
6167,6200,7943900
6168,26200,9163600
6169,6400,8292600
6170,6400,7719100
6171,6200,8441700
6172,12400,8146400
6173,6300,8671800
6174,13600,7797500
6175,6000,8579000
6176,6300,7480300
6177,6000,8281800
6178,6100,7859400
6179,5700,8965900
6180,6300,7733000
6181,5700,9254100
6182,6300,7749600
6183,6200,9434600
6184,6000,7842000
6185,6700,8795900
6186,6500,9092900
6187,6600,8727700
6188,6200,8489400
6189,7000,8069200
6190,6200,8632900
6191,6400,7914300
6192,6200,8320300
6193,21200,8360200
6194,7000,9931300
6195,6200,8940800
6196,6300,9773000
6197,6800,9558800
6198,6300,8072400
6199,6300,7633400
6200,5900,8931500
6201,6000,7893200
6202,5900,9411000
6203,6100,7423900
6204,27600,8206200
6205,6000,7377000
6206,21500,10990300
6207,6000,7971100
6208,8800,8248200
6209,21300,7768400
6210,29800,8575200
6211,6600,8457700
6212,6500,8638500
6213,6300,8590700
6214,8600,8149300
6215,6300,8697000
6216,6400,7826100
6217,5900,8697500
6218,6900,7600600
6219,12100,8958600
6220,6300,7746700
6221,7600,7841800
6222,6400,7539000
6223,12000,9263500
6224,6100,7554400
6225,6000,9050500
6226,6100,9572800
6227,6400,8454500
6228,6200,8077800
6229,7300,8439200
6230,6100,12002700
6231,6500,9190200
6232,7000,9265500
6233,6500,8380700
6234,6500,10147400
6235,6500,10976600
6236,13300,9916200
6237,6400,12095700
6238,6600,8697000
6239,6600,9858900
6240,7400,9615800
6241,13100,11256800
6242,6400,12923300
6243,6800,14937200
6244,8800,9546500
6245,6300,7842800
6246,6500,7950800
6247,6800,7814900
6248,6200,9518600
6249,7000,8271300
6250,6500,8311500
6251,6200,8741600
6252,6500,8760400
6253,23900,9462200
6254,6300,9291500
6255,6600,8665100
6256,6900,10916000
6257,6800,9222100
6258,13000,9530900
6259,6600,9768500
6260,6300,8855800
6261,22000,9404400
6262,8500,9068900
6263,8500,9185700
6264,10000,11171600
6265,21800,8580300
6266,6700,10457900
6267,6500,9237200
6268,6500,9377400
6269,7800,10843800
6270,6600,9736000
6271,6300,9286400
6272,6900,9433300
6273,6700,12275100
6274,8600,10679700
6275,6600,9114600
6276,6700,9952500
6277,6200,7951100
6278,12900,8009200
6279,6100,8421600
6280,6500,8563500
6281,6400,8083700
6282,6300,7592400
6283,6000,7786100
6284,24100,8041800
6285,6100,8252500
6286,7400,8375600
6287,5900,8921600
6288,6500,7629800
6289,5800,8089300
6290,21500,7840100
6291,6100,9488300
6292,21400,7941300
6293,6100,9036200
6294,6200,7682800
6295,21200,9761100
6296,6200,8376400
6297,6200,8672100
6298,6100,8365700
6299,6600,9126200
6300,6300,9314800
6301,6500,9266900
6302,6200,9661000
6303,26200,9347700
6304,12500,8723400
6305,6100,8943900
6306,6200,8459800
6307,6000,10602300
6308,6500,9544100
6309,6200,8816800
6310,6400,8722900
6311,6400,8217000
6312,6300,8638700
6313,6100,8374500
6314,7800,7870400
6315,6100,8879300
6316,8800,7814000
6317,6100,8522500
6318,6500,7408100
6319,5900,8959700
6320,6200,7738700
6321,21100,9249900
6322,12000,7515200
6323,5900,8399200
6324,21500,7556200
6325,21100,8420500
6326,12200,7876100
6327,21300,9360800
6328,21700,8750500
6329,6000,9036300
6330,6200,9031100
6331,6800,8713000
6332,6200,9466400
6333,6100,8671100
6334,6500,9270300
6335,8900,8664400
6336,11400,9397500
6337,6400,9001400
6338,6400,10120800
6339,6500,10601700
6340,6700,8967400
6341,6300,11263500
6342,6500,8989400
6343,6700,10421700
6344,6600,8796300
6345,6400,8695100
6346,6300,9356200
6347,6800,9683600
6348,6400,9862000
6349,6200,8621400
6350,6900,8985900
6351,6200,9948800
6352,6700,9217800
6353,6100,11597900
6354,6500,9624900
6355,6700,9594700
6356,7100,10490600
6357,8400,9136000
6358,6300,10120700
6359,28300,9316900
6360,13200,8783600
6361,6200,8700400
6362,7300,8422200
6363,6300,8974000
6364,6400,12609400
6365,6500,10824500
6366,6400,8108000
6367,6300,8069500
6368,6000,7888800
6369,6900,7923700
6370,6200,8535800
6371,7300,8185100
6372,6200,11213200
6373,6800,11061400
6374,7200,9135800
6375,6200,9168900
6376,6500,9842000
6377,6300,8687700
6378,6400,8368600
6379,6800,8644300
6380,6200,8288600
6381,6500,8436400
6382,12500,8978000
6383,6200,8706200
6384,6100,7699500
6385,5900,10119700
6386,6800,9057100
6387,6400,8528900
6388,6200,8799000
6389,9300,9171800
6390,12400,8928200
6391,6200,7872700
6392,12200,9306600
6393,6300,7777900
6394,6100,8901700
6395,6300,7860700
6396,5900,9536900
6397,6000,7926200
6398,21300,8968100
6399,12400,8823600
6400,6900,8942900
6401,12600,10725500
6402,6300,9713400
6403,6200,8635700
6404,12600,9171400
6405,27400,10330900
6406,13400,9956300
6407,6600,10290300
6408,7800,12228400
6409,6400,8191800
6410,7100,9637800
6411,7600,9530600
6412,6400,8791400
6413,6300,7804900
6414,6100,8431400
6415,5800,9594900
6416,6000,7594600
6417,5900,9309500
6418,6000,7679400
