n,Algorithm A (ns),Algorithm B (ns)
8911,6300,8453200
8912,6400,7959000
8913,6500,8460000
8914,6100,8610100
8915,7000,8153200
8916,6200,8340700
8917,6200,8231500
8918,6300,8818100
8919,6200,7967400
8920,6200,8532500
8921,6800,7966000
8922,7100,9018500
8923,7300,8277200
8924,6500,8928400
8925,6500,8915100
8926,6100,8409800
8927,6100,7707300
8928,6100,8785800
8929,6200,9358900
8930,6500,11010100
8931,6600,11754900
8932,6800,10255700
8933,6200,8656500
8934,6200,7709600
8935,5900,9207400
8936,6300,7608200
8937,5900,9178400
8938,6300,7891500
8939,6300,9285100
8940,6700,7951300
8941,6200,7990300
8942,22700,7872000
8943,6000,9192200
8944,6100,8933300
8945,7600,7863200
8946,6100,8268700
8947,6200,8225000
8948,5800,9363600
8949,6200,7804400
8950,6200,17525600
8951,6800,12912900
8952,6500,9804500
8953,6400,8381300
8954,6600,10395700
8955,6700,11010300
8956,6400,8124500
8957,6300,8569000
8958,6600,9710700
8959,6500,15773000
8960,12900,9270400
8961,7100,10236300
8962,6400,10413900
8963,6400,10823000
8964,6900,12208900
8965,6400,9038600
8966,6200,8400200
8967,6500,9574400
8968,6500,9048100
8969,7100,8768000
8970,6100,7807600
8971,6200,7750900
8972,5900,8728200
8973,6800,7793900
8974,6100,8676400
8975,6200,8506900
8976,6500,9261700
8977,6100,9401300
8978,6700,10977800
8979,6300,10121100
8980,7000,8861000
8981,42400,8839500
8982,6600,8846500
8983,6600,12431200
8984,6800,11475600
8985,7100,13730700
8986,7900,13274400
8987,7600,13132700
8988,6500,9991000
8989,38600,10957600
8990,6800,11564700
8991,6600,10564200
8992,6600,10088000
8993,13200,8659000
8994,13500,12627800
8995,6700,8429700
8996,6800,9602600
8997,6900,9655500
8998,7100,11747100
8999,6600,11939300
9000,6800,12669200
9001,6600,8042200
9002,6500,8646200
9003,6500,7923200
9004,6400,8225700
9005,6300,8047500
9006,6400,8026600
9007,6600,8104800
9008,6900,8257900
9009,6700,11614900
9010,6500,9536400
9011,6700,9247300
9012,6500,10755300
9013,6500,9017000
9014,6900,8430400
9015,6300,10515900
9016,6900,12848500
9017,7900,8704700
9018,6200,9258100
9019,6300,7753700
9020,6300,8938900
9021,6500,7725900
9022,6100,10835000
9023,6600,12069800
9024,6300,7914900
9025,6200,8601300
9026,6600,7836500
9027,6100,8875200
9028,6200,7555900
9029,5900,9744600
9030,12800,7693400
9031,6000,8490300
9032,21600,7898400
9033,13400,12387200
9034,6100,12177600
9035,6200,8440900
9036,6200,8091900
9037,6100,7973600
9038,6100,8385500
9039,12500,8263600
9040,6200,8807700
9041,6700,7747800
9042,22300,8131600
9043,6100,7830900
9044,6300,8567900
9045,6300,7901700
9046,6100,9265400
9047,7400,8477400
9048,6500,8507100
9049,6200,7776100
9050,13500,9618000
9051,12500,8412900
9052,7100,8373000
9053,6200,8795500
9054,6200,10396800
9055,6300,9502200
9056,6200,7504900
9057,21000,9332900
9058,27700,8389300
9059,5800,10049200
9060,6200,7570900
9061,12800,9626400
9062,6200,7937400
9063,7100,8269700
9064,6200,8206400
9065,6000,7570600
9066,5900,8036700
9067,11900,7426800
9068,5800,8073300
9069,6100,8462200
9070,6200,7796200
9071,6700,8407700
9072,8900,8699400
9073,26300,8076100
9074,12400,8306300
9075,12900,8217200
9076,6100,9159700
9077,6300,8194100
9078,8700,9930800
9079,6400,9426400
9080,7000,10378000
9081,6600,9240000
9082,6300,8282300
9083,8300,8266300
9084,8600,8987700
9085,6300,8430500
9086,6500,7765600
9087,6100,8424800
9088,21600,7586200
9089,6000,7510000
9090,11800,9003500
9091,6400,8707200
9092,23600,8075700
9093,6200,7787700
9094,12300,8285500
9095,5900,8416400
9096,6900,8688800
9097,6200,8761800
9098,7000,7892100
9099,6100,8604300
9100,6300,7786900
9101,28000,9325400
9102,6300,9911600
9103,6500,10398800
9104,6800,8254100
9105,26500,8219100
9106,6100,7889900
9107,6100,8481900
9108,12700,8595800
9109,6300,7939400
9110,6000,8571200
9111,11000,8449000
9112,6100,9250000
9113,12300,8341600
9114,6800,9703600
9115,6700,8184600
9116,6400,9211600
9117,6500,8225600
9118,6600,8858900
9119,6300,12263500
9120,6200,7817200
9121,13000,8465900
9122,21900,8088700
9123,6600,8778800
9124,6200,10825900
9125,6300,13039700
9126,6600,8776300
9127,6300,8427000
9128,6200,8769300
9129,9500,9379600
9130,6600,10478200
9131,6600,8019900
9132,6500,8874600
9133,6400,9083100
9134,7200,8398400
9135,6400,10490400
9136,6700,8216800
9137,6400,9023700
9138,6800,7929700
9139,9400,9030400
9140,13300,7939800
9141,6500,8615100
9142,6300,8090000
9143,6600,9638200
9144,6700,8385200
9145,8600,7836800
9146,6100,8954500
9147,6600,9194400
9148,6300,9126700
9149,23100,8790700
9150,14000,8954900
9151,6100,7855700
9152,6000,8499600
9153,12800,8040900
9154,6800,8542800
9155,6200,7995500
9156,6100,9320200
9157,6100,7424200
9158,6000,9119200
9159,12400,7520000
9160,6000,8556800
9161,6200,7468700
9162,6000,8582000
9163,6200,7432600
9164,5700,8960400
9165,6100,7326500
9166,5900,7946900
9167,6200,7487700
9168,5800,9437500
9169,6200,8204700
9170,6200,8947500
9171,6400,8629500
9172,6300,8684000
9173,14800,7891100
9174,6800,8461400
9175,12200,10476500
9176,7800,8006700
9177,6800,9133300
9178,6100,8378800
9179,6300,9024400
9180,6700,8220800
9181,6200,8743700
9182,6400,8168800
9183,12300,8292800
9184,12300,8212600
9185,6200,9213200
9186,21500,8563200
9187,6500,8539200
9188,6100,7627000
9189,5800,8480800
9190,6600,7553000
9191,5900,8189900
9192,6000,7546700
9193,21200,9222000
9194,6100,7616500
9195,21200,10399100
9196,6400,9589800
9197,7000,9217400
9198,6600,9171300
9199,6200,7718400
9200,6100,10142200
9201,6300,7833700
9202,6100,7844900
9203,6000,8175400
9204,6100,8686300
9205,9000,8792100
9206,6200,9045200
9207,6200,7799600
9208,6800,8483200
9209,21600,8222100
9210,7000,9252700
9211,6300,7963900
9212,26100,7866000
9213,5800,8154900
9214,26500,8341900
9215,6000,7502600
9216,6000,8644000
9217,6300,7858300
9218,6300,9927000
9219,6000,8682800
9220,6100,7562400
9221,6000,9192100
9222,6500,8011500
9223,6400,8736400
9224,6200,9002100
9225,6200,8140700
9226,6200,7821200
9227,6300,8492500
9228,6200,8060900
9229,12400,8850700
9230,6200,8770900
9231,6200,7988900
9232,6500,8352300
9233,6000,9059500
9234,6700,7945600
9235,6300,8536900
9236,6300,8102500
9237,16100,8199400
9238,8100,7825500
9239,6500,8666400
9240,6200,8413000
9241,6200,8508700
9242,6200,8266200
9243,6400,9151400
9244,6600,8230100
9245,14400,7485200
9246,6000,8731800
9247,6500,7941600
9248,6100,8471800
9249,7200,8278800
9250,6500,11459100
9251,6400,11868400
9252,6600,7960200
9253,6200,8330600
9254,6400,7901400
9255,6100,9824100
9256,6200,7846900
9257,6200,8647100
9258,6400,8417600
9259,6100,8540600
9260,6200,8004500
9261,6300,8604600
9262,6300,7699300
9263,6000,8844600
9264,13200,8411600
9265,6100,9267500
9266,6600,12611300
9267,6400,8350300
9268,12300,9185500
9269,6300,7566700
9270,26300,8668800
9271,6400,7615000
9272,6000,9226400
9273,6400,7626800
9274,7700,9111000
9275,12000,7683600
9276,12000,8483000
9277,6700,8506100
9278,21500,8753400
9279,6200,8048200
9280,6100,8702500
9281,6100,8091600
9282,5900,8238200
9283,6100,7874100
9284,6100,8304700
9285,6200,8384000
9286,5900,8143000
9287,6100,7906900
9288,5900,10275500
9289,6000,7572900
9290,6300,8452600
9291,21400,7528300
9292,21700,9760600
9293,6400,8295100
9294,6400,8086000
9295,6100,8053600
9296,11400,9001100
9297,7800,8704800
9298,10900,8202000
9299,6100,8838700
9300,6100,7311000
9301,11700,8256200
9302,6000,7796400
9303,5900,8955300
9304,6500,8115000
9305,6300,9977400
9306,6500,9790600
9307,6300,8746600
9308,6200,7967600
9309,12700,8422400
9310,6000,9110100
9311,6800,9354800
9312,7000,10763000
9313,6300,8123000
9314,6500,9257900
9315,6200,7644500
9316,6000,7808200
9317,21300,7734800
9318,5900,8698100
9319,6000,8217600
9320,6000,9895600
9321,8400,12512900
9322,6300,8184300
9323,8800,9533400
9324,6400,7508600
9325,6200,8812400
9326,6200,7757700
9327,5800,8705500
9328,21400,7777900
9329,5900,8551400
9330,21900,7587800
9331,7600,9238700
9332,12000,7900200
9333,8400,9068600
9334,6100,8836300
9335,6400,7839000
9336,21800,7740000
9337,6400,8367100
9338,12400,8183400
9339,6200,8929000
9340,6200,8108800
9341,6500,8964500
9342,6200,8390500
9343,6800,8521700
9344,6300,7935900
9345,6600,8802500
9346,15400,8428200
9347,6800,8541500
9348,6400,8517300
9349,21900,8250200
9350,6400,8380900
9351,6400,7872500
9352,6000,9051700
9353,7900,7693400
9354,5900,11092600
9355,6100,11085100
9356,13100,7903300
9357,6100,9308500
9358,8400,8039800
9359,6100,9277300
9360,6100,7610400
9361,12100,8640600
9362,12400,9540200
9363,6100,10718000
9364,6400,9801600
9365,6600,9610600
9366,6700,9978400
9367,6800,9414500
9368,9900,10926400
9369,6800,13903100
9370,6500,9025600
9371,13000,10352400
9372,7500,9148600
9373,7500,8386200
9374,6700,8195200
9375,13300,8748300
9376,22000,9051100
9377,6900,9254100
9378,6300,9751400
9379,6300,8324100
9380,6200,9055700
9381,6200,9210100
9382,7000,8453200
9383,6200,9032200
9384,6500,8002700
9385,6000,8913500
9386,6300,7625300
9387,6200,8478100
9388,6200,8614800
9389,6000,9234700
9390,6200,7532200
9391,12100,10237200
9392,6200,8710100
9393,6400,8342100
9394,7000,8169500
9395,6300,9261000
9396,28500,8404200
9397,7000,9342700
9398,7200,9497400
9399,6300,9136100
9400,6500,8130200
9401,21600,11268100
9402,6300,9097300
9403,6400,8281000
9404,21900,10154100
9405,21700,8116300
9406,8700,7836700
9407,6300,8027600
9408,6400,9445400
9409,6100,8894800
9410,6800,7704700
9411,12400,8464800
9412,6200,8188800
9413,6000,8187100
9414,12500,7632600
9415,21100,8867300
9416,12600,7882800
9417,6100,9892800
9418,15000,7694200
9419,6000,8321300
9420,6100,7380000
9421,7700,8480900
9422,6000,8104900
9423,26000,9207900
9424,6300,7549700
9425,6100,9410200
9426,6200,8491200
9427,6300,9456100
9428,6200,8307500
9429,6800,8955900
9430,21800,9693500
9431,6200,7698000
9432,8100,8913500
9433,6100,7929500
9434,6200,8599600
9435,21800,7830400
9436,6100,8948400
9437,6000,8222300
9438,21700,9213700
9439,6300,8502100
9440,6000,8878100
9441,23700,7809800
9442,6100,9045400
9443,6200,7530300
9444,5900,9121500
9445,6000,7506600
9446,8100,8694900
9447,6200,7741300
9448,6000,9100400
9449,6400,8237000
9450,21700,10474100
9451,6900,9049800
9452,6400,7931600
9453,6300,9679400
9454,6100,7710800
9455,6000,8970200
9456,6500,7830000
9457,12900,8388400
9458,6200,7674100
9459,6500,8132400
9460,12300,8849600
9461,6100,9212400
9462,6300,8967300
9463,6600,8870900
9464,12400,13653100
9465,6200,8319500
9466,6100,8595800
9467,6600,7815200
9468,6200,8151300
9469,6500,7697200
9470,6200,9499200
9471,6400,7912400
9472,15600,11073000
9473,6200,8156700
9474,7400,8855900
9475,6200,9211500
9476,6200,7681100
9477,6000,8798200
9478,6200,7902300
9479,12500,10693500
9480,6300,7569700
9481,6100,8117900
9482,6100,7727700
9483,6000,8848300
9484,6300,7788500
9485,6400,8488800
9486,22900,8306800
9487,6900,9383000
9488,6600,7769700
9489,6100,8476200
9490,6100,8333700
9491,6200,9076500
9492,22900,9028400
9493,12500,7796400
9494,17600,8885600
9495,6100,7770700
9496,6000,8197100
9497,6400,8484900
9498,6300,8570400
9499,21400,8396400
9500,6100,8292800
9501,6000,8126000
9502,6700,8527200
9503,6400,7874200
9504,6200,7960900
9505,12200,8035700
9506,27700,8381900
9507,6400,7667700
9508,6100,8375800
9509,6200,7616100
9510,5900,8718400
9511,6500,8082300
9512,6100,8941100
9513,6000,7376800
9514,28500,8477200
9515,6200,7400800
9516,27000,8960200
9517,6300,7810200
9518,5900,8249400
9519,12400,7419900
9520,5900,9033400
9521,13400,7454200
9522,6000,8562500
9523,6100,7889800
9524,6500,8598600
9525,6100,7840500
9526,6300,8150100
9527,6200,8035900
9528,6200,8249800
9529,6500,7637300
9530,5800,9314100
9531,7400,7923700
9532,6200,8568800
9533,12300,7627100
9534,12100,9534900
9535,6000,7475100
9536,6000,8192700
9537,6600,8093900
9538,5800,8967800
9539,6000,7371800
9540,5700,8626500
9541,6200,7493700
9542,5800,9666800
9543,6000,7543300
9544,5800,9005800
9545,6300,7465200
9546,12000,8955500
9547,6100,7964600
9548,6300,8449600
9549,6700,11740200
9550,6800,8347500
9551,6200,8784700
9552,6200,7458300
9553,5900,8748400
9554,27700,7283100
9555,5800,8841100
9556,13400,8080800
9557,6000,8915000
9558,6000,7465700
9559,12200,8457100
9560,6200,8510800
9561,8000,9029200
9562,7000,7636000
9563,6100,9737700
9564,6400,7881700
9565,6200,8752300
9566,6500,7950600
9567,6300,9405400
9568,6700,7927500
9569,60300,8290600
9570,6200,8864900
9571,6600,8042200
9572,6700,8221700
9573,6800,9205500
9574,6500,9077400
9575,6500,8551400
9576,12600,9651000
9577,9400,8705700
9578,30000,8992000
9579,6400,8212100
9580,6300,8959400
9581,6500,8857400
9582,6400,9571600
9583,22200,9961400
9584,6900,8341600
9585,6400,8683400
9586,6400,10861700
9587,6300,9482900
9588,7200,8799700
9589,6900,13403400
9590,21700,10955300
9591,6300,7742000
9592,6500,12454300
9593,6200,9741000
9594,6400,7460200
9595,6300,7923500
9596,6300,7614200
9597,21400,8761900
9598,6200,7637500
9599,6000,10237400
9600,17400,8322900
9601,6100,8716400
9602,15600,10751000
9603,13000,11498400
9604,7600,10684000
9605,6500,7915000
9606,6600,9052000
9607,6600,8498600
9608,6500,10858100
9609,6400,9955700
9610,6300,8306200
9611,6100,7935400
9612,6000,7854600
9613,6000,9594000
9614,6100,7694600
9615,21100,8938000
9616,21300,7432800
9617,5700,8477700
9618,21600,7622700
9619,21200,8562000
9620,5900,7401300
9621,11600,9108700
9622,6100,7489600
9623,21300,9655000
9624,6200,7553200
9625,5800,8500500
9626,6200,7422100
9627,5900,8837500
9628,6200,7470300
9629,10100,7816100
9630,6000,8168100
9631,13000,9948500
9632,21500,9171200
9633,6700,7653700
9634,6200,7704000
9635,6400,8171400
9636,6000,10883700
9637,6500,7731400
9638,12000,8137300
9639,8600,8042200
9640,6100,8671100
9641,6300,7510800
9642,5800,8572700
9643,6200,8150500
9644,6000,8336200
9645,6100,7563700
9646,6100,8777600
9647,9000,7967000
9648,6000,9795300
9649,6500,8160500
9650,6800,7972600
9651,6100,7512900
9652,6000,9026800
9653,6200,7453000
9654,5700,11313500
9655,6300,8111000
9656,6900,8687300
9657,12400,8497200
9658,6600,8531700
9659,11900,8918700
9660,7600,8091500
9661,12300,9464500
9662,6400,8346100
9663,6500,8377000
9664,6100,8284200
9665,6200,10570200
9666,6500,10336500
9667,6500,10981700
9668,6300,9352400
9669,7400,7818600
9670,5900,8746700
9671,21400,8502400
9672,10000,10295300
9673,7200,10337500
9674,40300,11841800
9675,7000,12133100
9676,8700,11705600
9677,7700,9517900
9678,9000,10420500
9679,7000,13980300
9680,9100,9614200
9681,6600,9784400
9682,6600,8581000
9683,6700,8224000
9684,7100,11641300
9685,6600,8403100
9686,11300,10324600
9687,7600,9792800
9688,7300,9387200
9689,13400,9893000
9690,8500,8586200
9691,6300,8346500
9692,6400,7834200
9693,7300,9290900
9694,6700,8331200
9695,7100,8114500
9696,6600,9074900
9697,6800,8661700
9698,6500,8279900
9699,6400,9286600
9700,13100,10460400
9701,6900,11261500
9702,8400,9482900
9703,7100,9346200
9704,6600,9539500
9705,6700,8722200
9706,7100,9421000
9707,6600,10918300
9708,6600,8156300
9709,6500,9619400
9710,6500,9400900
9711,13200,9647600
9712,6600,8527600
9713,8500,8342300
9714,6400,9941400
9715,6600,9515500
9716,9400,13127600
9717,6700,13339100
9718,7300,11390700
9719,6600,8159900
9720,9100,8952700
9721,6600,9613700
9722,6700,8920300
9723,13100,7841100
9724,6500,7991400
9725,6900,8173200
9726,13000,8376200
9727,12400,7947000
9728,6800,8696400
9729,6300,7581200
9730,6200,8910700
9731,6600,7785900
9732,6200,8947100
9733,6400,7934000
9734,6400,10189000
9735,6400,11542600
9736,6300,8364900
9737,6600,9106600
9738,6400,8612900
9739,6600,11435200
9740,7000,13197100
9741,6900,9887400
9742,7400,13563300
9743,6600,14264200
9744,7500,8852600
9745,6300,8301600
9746,6200,8800000
9747,22200,8924500
9748,6300,8873100
9749,6300,8790800
9750,6700,8348400
9751,6200,9932500
9752,6500,8500300
9753,12600,8204400
9754,6700,7910800
9755,6300,7878400
9756,6300,8300200
9757,6200,10171100
9758,6400,8165400
9759,12700,9450000
9760,22000,8847300
9761,12800,11246400
9762,6400,10114900
9763,6900,11645200
9764,9000,12365100
9765,6600,9201700
9766,6700,10566700
9767,6600,10452200
9768,6600,10471900
9769,6400,10718400
9770,10000,11371000
9771,6600,11147500
9772,6600,8480200
9773,6500,8765300
9774,6600,9988900
9775,7800,10573900
9776,6800,8559800
9777,7200,9614700
9778,6500,9848500
9779,6500,9379400
9780,6900,9630000
9781,6600,9165100
9782,7600,11578100
9783,6700,12700100
9784,8500,9852100
9785,7200,9676400
9786,8400,9147900
9787,6500,8029200
9788,12600,9367300
9789,6400,9128700
9790,6600,9099000
9791,6600,8250300
9792,6400,8872500
9793,9900,8305800
9794,6600,8428100
9795,6600,9370500
9796,7300,9059900
9797,6700,8913600
9798,16900,8844800
9799,13200,9685800
9800,6700,9939300
9801,6300,9687700
9802,6700,8253900
9803,6700,8660500
9804,6500,9019600
9805,6800,9265500
9806,6600,10783400
9807,6700,8930000
9808,6500,9999100
9809,6400,10722000
9810,6800,15297400
9811,8400,9848000
9812,6600,9975500
9813,7000,9179300
9814,8100,9100100
9815,8400,8618100
9816,6500,9502900
9817,8000,9472300
9818,8700,8636600
9819,6500,9191100
9820,6400,7950000
9821,6400,7788000
9822,6200,7750000
9823,12600,7771300
9824,6400,7716300
9825,6100,8205400
9826,6600,8200600
9827,6200,7694100
9828,6000,8438900
9829,6400,9748200
9830,24900,8047100
9831,21800,8809600
9832,26900,8006600
9833,6500,9728400
9834,33100,8459600
9835,7200,9573900
9836,6400,8183700
9837,6600,8941100
9838,6300,8730800
9839,6600,8919900
9840,6300,8118400
9841,6300,7958900
9842,6700,8803300
9843,6900,8717500
9844,6200,9672200
9845,6200,7570500
9846,5900,8598800
9847,12300,7677500
9848,5800,9081900
9849,6100,7423100
9850,6000,8543000
9851,23500,7698600
9852,5700,9059400
9853,6100,7615100
9854,21100,9734200
9855,6600,7508800
9856,5800,9408500
9857,6200,8204000
9858,6100,8363500
9859,21400,7779700
9860,6000,8600700
9861,6000,8354600
9862,21700,8516400
9863,6200,7529900
9864,6600,7692500
9865,15900,7860100
9866,22500,9100000
9867,6200,7623200
9868,6600,10262700
9869,6800,9051400
9870,7000,10332100
9871,6500,10055400
9872,8700,8545400
9873,6400,8488700
9874,13400,8494400
9875,8100,9740400
9876,8700,10635300
9877,7200,9457500
9878,6100,9599100
9879,12400,8028900
9880,6000,8736200
9881,6200,8230500
9882,6200,9295800
9883,6500,8292700
9884,7100,8572900
9885,12500,9019300
9886,6200,7912500
9887,5900,8176200
9888,6800,8076500
9889,12600,8471700
9890,12900,7803300
9891,6200,8371800
9892,6300,7785600
9893,6500,8747100
9894,22000,9063100
9895,6200,9460900
9896,6400,9844200
9897,6100,8640300
9898,6400,8059900
9899,12400,8492000
9900,6500,9474900
9901,6200,9368600
9902,6200,8832900
9903,7300,8559300
9904,6000,8715800
9905,6300,12491300
9906,6200,9986800
9907,6200,9304700
9908,6800,12390700
9909,6300,12741500
9910,6300,11520800
9911,27900,7875600
9912,53000,12147800
9913,6800,11470500
9914,6800,7563500
9915,5900,9310400
9916,6300,8176600
9917,6700,11465800
9918,12900,10746800
9919,6800,16028500
9920,7200,9587100
9921,6500,12595900
9922,6600,12063000
9923,6900,10475200
9924,7600,10703100
9925,6900,10201800
9926,13400,8210500
9927,6700,8881700
9928,6300,8261300
9929,6200,8494900
9930,6200,8459900
9931,12600,8137100
9932,6000,7850400
9933,6100,8620900
9934,6000,8539600
9935,5900,8760200
9936,7500,7535800
9937,12000,8657300
9938,6300,7852400
9939,6100,10844000
9940,6300,9758900
9941,9000,8051500
9942,6200,8029200
9943,6300,7625000
9944,5900,8992000
9945,6200,7505600
9946,5700,8620700
9947,6700,7577800
9948,21100,9490300
9949,21400,7406000
9950,5900,9241600
9951,6200,7457100
9952,5900,8448600
9953,47000,7724700
9954,21500,9185100
9955,6200,8219500
9956,6800,8813400
9957,6200,7640500
9958,6100,8741600
9959,21400,8325700
9960,6100,9306600
9961,6200,7840700
9962,6100,8478800
9963,6100,7998700
9964,21600,8878300
9965,6100,7814900
9966,6200,9007900
9967,13300,8294600
9968,6900,8020400
9969,6000,7463700
9970,6000,9056600
9971,6200,7606300
9972,6300,9453900
9973,5900,7706400
9974,6100,8670800
